ID_Unit,Tegangan_Output_Volt,Arus_Output_Ampere,Suhu_Komponen_Celcius,Waktu_Uji_Detik,Line_Perakitan,Status_Akhir
U01510,11.581,1.568,52.8,19.7,L1,Lolos
U01511,12.158,1.67,44.6,23.8,L2,Lolos
U01512,10.977,2.444,53.1,18.5,L1,Gagal
U01513,11.662,1.836,36.4,18.8,L1,Lolos
U01514,11.95,2.156,60.6,16.4,L3,Lolos
U01515,12.418,,42.7,17.4,L1,Lolos
U01516,,2.155,40.8,21.8,L3,Lolos
U01517,11.378,1.956,48.3,18.3,L3,Lolos
U01518,11.669,1.865,41.1,19.9,L3,Lolos
U01519,10.448,2.633,58.2,21.9,L2,Gagal
U01520,12.654,1.923,37.4,21.3,L3,Lolos
U01521,12.136,1.596,45.9,18.1,L3,Lolos
U01522,11.736,2.114,41.4,18.3,L3,Lolos
U01523,11.951,2.096,40.3,16.8,L2,Lolos
U01524,12.55,1.957,39.4,19.5,L2,Lolos
U01525,11.916,2.588,50.3,16.8,L3,Lolos
U01526,10.672,2.413,51.9,19.1,L1,Gagal
U01527,11.858,2.254,43.9,21.1,L2,Lolos
U01528,,2.081,47.6,12.9,L1,Lolos
U01529,11.816,2.318,51.8,12.4,L2,Lolos
U01530,11.047,2.55,45.4,17.9,L1,Gagal
U01531,11.663,1.985,50.4,20.0,L1,Gagal
U01532,12.215,2.191,39.5,18.9,L1,Lolos
U01533,11.922,2.075,43.7,14.4,L3,Lolos
U01534,11.511,2.199,51.4,20.7,L3,Lolos
U01535,10.937,2.123,47.3,23.7,L2,Gagal
U01536,11.766,2.12,39.5,15.4,L2,Lolos
U01537,11.727,1.601,43.6,15.8,L1,Lolos
U01538,11.916,1.88,47.3,18.1,L1,Lolos
U01539,12.168,1.824,52.3,17.6,L1,Lolos
U01540,11.782,2.124,34.8,21.6,L1,Lolos
U01541,10.175,2.316,65.0,18.9,L2,Gagal
U01542,11.664,1.657,48.1,17.1,L3,Lolos
U01543,12.592,1.858,43.6,16.2,L1,Lolos
U01544,12.192,,36.2,13.4,L2,Lolos
U01545,11.665,2.033,41.6,22.1,L2,Lolos
U01546,12.451,1.814,51.2,19.9,L1,Lolos
U01547,11.916,2.21,45.2,17.7,L2,Lolos
U01548,12.797,2.391,43.9,18.3,L2,Lolos
U01549,12.092,2.227,39.2,17.7,L3,Lolos
U01550,12.198,1.423,49.4,12.7,L2,Lolos
U01551,12.293,2.059,44.1,13.7,L2,Lolos
U01552,12.52,1.965,43.6,17.4,L3,Lolos
U01553,11.846,1.491,44.4,17.3,L3,Lolos
U01554,12.49,1.677,41.1,18.0,L2,Lolos
U01555,11.782,2.2,40.1,23.1,L2,Lolos
U01556,11.873,2.046,35.9,17.1,L2,Lolos
U01557,11.389,,52.0,15.7,L3,Gagal
U01558,12.322,1.837,34.2,18.2,L1,Lolos
U01559,11.884,2.271,47.9,13.8,L1,Lolos
U01560,12.578,1.693,41.0,18.5,L3,Lolos
U01561,12.464,1.778,42.6,15.8,L2,Lolos
U01562,12.014,1.921,44.8,18.7,L2,Lolos
U01563,11.662,1.619,40.2,17.5,L1,Lolos
U01564,11.648,,46.6,17.6,L2,Gagal
U01565,11.267,,46.3,19.9,L2,Lolos
U01566,12.259,1.789,56.3,20.2,L2,Lolos
U01567,11.712,2.195,50.5,24.1,L1,Lolos
U01568,11.676,2.239,63.7,20.1,L1,Gagal
U01569,10.733,1.944,43.1,17.3,L2,Gagal
U01570,10.527,2.042,53.4,16.1,L2,Gagal
U01571,12.153,2.016,43.8,19.0,L3,Lolos
U01572,12.211,1.472,53.6,22.4,L1,Lolos
U01573,11.781,1.868,50.5,20.6,L3,Lolos
U01574,11.884,2.061,44.0,15.9,L2,Lolos
U01575,12.333,2.217,31.3,19.4,L1,Lolos
U01576,,1.962,38.0,18.7,L3,Lolos
U01577,11.877,1.848,48.8,21.1,L2,Lolos
U01578,11.788,1.828,43.1,18.9,L1,Lolos
U01579,11.521,1.883,44.3,18.8,L2,Lolos
U01580,12.089,2.156,48.7,14.5,L1,Lolos
U01581,12.284,2.088,51.8,20.4,L3,Lolos
U01582,12.053,,40.3,13.8,L1,Lolos
U01583,11.676,2.158,48.5,18.3,L3,Lolos
U01584,12.625,2.0,54.7,16.3,L1,Lolos
U01585,11.264,1.666,53.6,16.2,L1,Lolos
U01586,12.307,1.722,41.8,19.7,L1,Lolos
U01587,12.076,2.15,46.8,18.0,L3,Lolos
U01588,12.164,1.657,49.5,10.8,L2,Lolos
U01589,,2.108,54.8,17.4,L1,Gagal
U01590,11.006,2.237,49.4,16.8,L1,Gagal
U01591,12.103,1.742,34.6,21.8,L1,Lolos
U01592,11.97,1.583,39.8,14.3,L2,Lolos
U01593,11.372,1.706,40.8,23.8,L1,Lolos
U01594,11.807,2.029,46.1,20.6,L2,Gagal
U01595,12.228,2.153,45.7,17.2,L1,Lolos
U01596,12.012,2.099,50.2,16.7,L3,Lolos
U01597,12.035,1.81,42.5,16.1,L2,Lolos
U01598,12.589,1.658,31.8,19.0,L1,Lolos
U01599,11.74,2.292,44.3,15.6,L1,Lolos
U01600,11.661,2.11,46.6,17.6,L3,Lolos
U01601,12.298,1.845,46.2,14.7,L1,Lolos
U01602,12.162,2.297,40.7,20.1,L1,Lolos
U01603,10.9,2.478,45.5,18.5,L1,Gagal
U01604,12.381,2.08,50.3,16.6,L1,Lolos
U01605,12.103,1.74,47.1,17.3,L3,Lolos
U01606,,1.621,40.9,15.9,L3,Lolos
U01607,12.172,,36.0,18.9,L3,Lolos
U01608,12.119,2.521,46.3,14.2,L1,Lolos
U01609,11.969,1.793,39.6,20.7,L3,Lolos
U01610,12.135,2.016,47.3,18.5,L3,Lolos
U01611,12.219,2.115,45.9,16.7,L3,Lolos
U01612,,1.995,57.5,19.8,L3,Lolos
U01613,12.038,1.961,44.5,19.2,L3,Lolos
U01614,11.905,,57.0,14.9,L2,Lolos
U01615,12.084,2.12,45.5,21.9,L1,Lolos
U01616,12.417,1.74,41.0,10.5,L3,Lolos
U01617,12.22,1.89,38.7,21.3,L3,Lolos
U01618,11.886,1.424,39.7,17.5,L2,Lolos
U01619,12.019,1.534,47.6,21.0,L2,Lolos
U01620,,1.675,45.8,22.3,L3,Lolos
U01621,12.262,2.213,34.0,16.7,L2,Lolos
U01622,12.053,1.932,51.1,16.9,L2,Lolos
U01623,12.399,2.174,53.9,18.9,L3,Lolos
U01624,11.81,2.096,33.9,14.6,L3,Lolos
U01625,12.115,2.065,51.1,17.0,L1,Lolos
U01626,12.656,1.764,55.1,16.8,L1,Lolos
U01627,12.229,2.019,34.2,14.4,L1,Lolos
U01628,12.567,2.064,42.2,16.6,L1,Lolos
U01629,11.971,2.55,39.9,20.3,L3,Lolos
U01630,11.833,1.913,50.8,20.0,L3,Lolos
U01631,12.406,2.183,42.5,17.5,L2,Lolos
U01632,11.36,1.969,42.3,18.2,L3,Lolos
U01633,12.063,1.824,47.5,17.1,L2,Lolos
U01634,12.361,2.217,54.4,12.7,L3,Lolos
U01635,12.197,2.473,44.6,14.9,L3,Lolos
U01636,11.264,2.066,42.2,20.9,L3,Lolos
U01637,10.251,1.995,50.0,21.6,L3,Gagal
U01638,11.96,2.117,48.9,15.4,L1,Lolos
U01639,12.025,2.498,44.4,21.4,L3,Gagal
U01640,12.18,2.554,44.9,14.4,L2,Lolos
U01641,11.998,2.186,39.4,16.4,L1,Lolos
U01642,12.256,1.767,37.8,17.6,L3,Lolos
U01643,12.153,2.319,33.3,17.2,L3,Lolos
U01644,11.955,2.194,41.9,15.9,L1,Lolos
U01645,11.277,2.539,55.4,18.4,L2,Gagal
U01646,11.773,2.111,33.1,20.3,L3,Lolos
U01647,11.336,2.665,60.4,13.6,L3,Gagal
U01648,11.704,2.11,41.1,18.4,L2,Lolos
U01649,12.171,1.936,38.6,20.9,L1,Lolos
U01650,11.097,2.381,60.8,16.8,L2,Gagal
U01651,11.895,1.971,52.9,16.4,L2,Lolos
U01652,12.222,,54.0,15.4,L3,Lolos
U01653,12.54,2.02,46.7,24.0,L1,Lolos
U01654,11.643,1.921,44.6,22.5,L1,Lolos
U01655,12.334,1.955,47.3,17.1,L3,Lolos
U01656,11.94,2.124,66.1,21.5,L3,Gagal
U01657,11.504,1.798,55.6,16.4,L2,Gagal
U01658,12.28,2.256,51.8,17.5,L2,Lolos
U01659,11.911,,41.4,14.8,L2,Lolos
U01660,,,40.0,12.5,L1,Lolos
U01661,11.041,2.148,55.6,16.3,L1,Lolos
U01662,12.506,1.873,45.0,16.7,L2,Lolos
U01663,11.611,1.873,46.3,19.3,L2,Lolos
U01664,,2.094,48.3,20.0,L1,Lolos
U01665,10.878,2.346,48.5,17.6,L2,Gagal
U01666,12.524,2.07,42.4,15.0,L2,Lolos
U01667,11.92,1.806,41.1,16.0,L3,Lolos
U01668,11.81,1.912,47.0,22.8,L2,Lolos
U01669,12.392,2.212,47.2,19.9,L2,Lolos
U01670,12.256,,41.4,22.3,L2,Lolos
U01671,11.883,2.24,57.2,23.3,L1,Lolos
U01672,10.167,2.476,53.8,16.0,L2,Gagal
U01673,11.606,2.193,45.6,20.5,L2,Lolos
U01674,11.48,2.913,58.2,15.3,L2,Gagal
U01675,12.147,1.662,39.8,21.1,L1,Lolos
U01676,12.061,2.602,41.9,20.5,L3,Lolos
U01677,11.246,,54.0,11.7,L2,Gagal
U01678,11.318,2.656,36.1,19.2,L1,Lolos
U01679,10.806,2.087,54.2,15.4,L2,Gagal
U01680,11.896,2.096,57.3,17.0,L3,Lolos
U01681,12.343,2.04,56.0,16.0,L1,Lolos
U01682,,2.221,50.4,20.7,L2,Lolos
U01683,12.369,,52.1,15.9,L1,Lolos
U01684,11.335,2.293,54.0,14.2,L1,Gagal
U01685,11.398,2.195,42.4,15.6,L2,Lolos
U01686,12.006,1.973,54.9,17.4,L1,Lolos
U01687,12.175,1.871,39.3,19.2,L2,Lolos
U01688,12.306,2.113,50.8,21.6,L2,Lolos
U01689,11.242,1.871,41.9,19.5,L1,Lolos
U01690,12.118,,42.3,19.8,L3,Lolos
U01691,10.402,2.178,55.0,20.2,L2,Gagal
U01692,11.901,2.014,57.2,20.5,L1,Lolos
U01693,12.724,1.768,53.6,21.1,L2,Lolos
U01694,11.925,1.992,47.0,25.5,L3,Lolos
U01695,12.157,1.728,45.4,20.4,L1,Lolos
U01696,11.958,1.995,49.7,18.9,L3,Lolos
U01697,11.773,2.382,60.7,16.6,L1,Gagal
U01698,12.193,1.851,34.4,18.9,L3,Lolos
U01699,12.313,1.767,44.2,21.5,L2,Lolos
U01700,11.728,2.195,38.7,14.3,L1,Lolos
U01701,12.053,2.228,43.7,21.8,L3,Lolos
U01702,12.066,2.106,37.5,16.7,L1,Lolos
U01703,11.423,1.884,34.2,17.3,L1,Lolos
U01704,11.666,1.843,37.1,19.6,L2,Lolos
U01705,12.312,,41.7,16.4,L3,Lolos
U01706,11.838,1.985,48.5,19.4,L1,Lolos
U01707,12.914,1.569,40.1,14.5,L2,Lolos
U01708,12.337,1.754,39.8,20.6,L2,Lolos
U01709,12.158,2.313,47.4,18.6,L3,Lolos
U01710,11.925,2.355,45.5,18.0,L3,Gagal
U01711,12.27,2.307,55.2,18.8,L3,Lolos
U01712,12.064,2.254,50.6,17.9,L1,Lolos
U01713,11.505,1.922,38.8,19.3,L1,Lolos
U01714,12.233,1.926,41.0,17.4,L3,Lolos
U01715,12.489,2.242,49.5,17.1,L2,Lolos
U01716,11.792,2.19,39.7,12.7,L1,Lolos
U01717,11.361,2.247,43.1,22.1,L2,Lolos
U01718,11.626,1.997,34.7,14.5,L1,Lolos
U01719,12.616,2.036,37.2,22.8,L1,Lolos
U01720,12.028,1.936,52.6,17.3,L2,Lolos
U01721,12.511,1.987,46.0,21.7,L3,Lolos
U01722,12.007,1.829,41.2,21.1,L2,Lolos
U01723,11.826,1.981,42.1,20.9,L1,Lolos
U01724,12.747,1.96,55.3,18.1,L1,Lolos
U01725,11.87,1.885,41.1,14.4,L3,Lolos
U01726,,2.198,47.8,17.5,L3,Lolos
U01727,12.161,1.647,50.2,17.1,L3,Lolos
U01728,11.898,2.084,53.7,17.7,L3,Lolos
U01729,,1.77,39.9,14.3,L2,Lolos
U01730,,1.943,46.6,17.1,L2,Gagal
U01731,11.01,2.195,49.3,9.2,L2,Gagal
U01732,11.784,,49.4,17.1,L2,Lolos
U01733,11.418,1.436,57.0,18.4,L3,Lolos
U01734,11.709,2.042,49.6,15.7,L2,Lolos
U01735,11.74,,41.0,17.2,L1,Lolos
U01736,11.346,2.263,62.2,18.5,L2,Gagal
U01737,11.715,2.046,42.2,21.0,L3,Lolos
U01738,11.487,1.697,40.0,21.2,L3,Lolos
U01739,11.599,1.989,43.0,18.9,L1,Lolos
U01740,12.136,1.687,41.5,17.9,L3,Lolos
U01741,12.241,2.513,40.8,19.1,L1,Lolos
U01742,11.823,2.215,52.3,23.4,L3,Lolos
U01743,11.86,2.062,41.9,19.5,L1,Lolos
U01744,12.215,1.761,35.5,18.8,L1,Lolos
U01745,12.058,1.931,48.5,21.2,L1,Lolos
U01746,11.597,1.98,51.1,18.1,L2,Gagal
U01747,11.945,2.06,39.5,15.4,L1,Lolos
U01748,11.709,2.1,49.2,19.4,L2,Lolos
U01749,12.38,2.056,40.6,18.5,L3,Lolos
U01750,11.891,2.086,42.3,17.3,L3,Lolos
U01751,11.724,1.958,45.3,19.6,L2,Lolos
U01752,12.312,2.086,43.3,12.6,L2,Lolos
U01753,12.507,1.841,42.4,16.4,L3,Lolos
U01754,12.064,1.734,30.9,15.4,L1,Lolos
U01755,11.649,2.462,44.0,15.7,L3,Lolos
U01756,12.537,2.104,54.7,17.5,L3,Lolos
U01757,12.132,2.452,48.8,15.3,L3,Lolos
U01758,11.016,2.379,50.4,23.0,L3,Gagal
U01759,,2.603,47.8,19.4,L3,Lolos
U01760,12.395,2.02,48.8,15.6,L2,Lolos
U01761,11.612,2.286,39.9,12.8,L3,Lolos
U01762,11.579,2.008,52.5,16.2,L2,Lolos
U01763,,2.041,46.0,17.0,L1,Lolos
U01764,10.954,2.566,57.6,16.1,L1,Gagal
U01765,12.336,1.877,54.5,25.6,L1,Lolos
U01766,12.482,2.245,32.6,13.0,L3,Lolos
U01767,12.074,1.998,37.9,18.2,L2,Lolos
U01768,11.692,2.208,48.8,17.6,L3,Lolos
U01769,12.22,2.226,49.0,17.3,L1,Lolos
U01770,,2.354,54.9,12.2,L3,Lolos
U01771,11.425,2.475,37.9,17.9,L3,Gagal
U01772,11.739,1.622,50.2,18.5,L1,Lolos
U01773,12.107,1.92,37.5,20.1,L2,Lolos
U01774,11.515,1.994,47.5,19.4,L2,Lolos
U01775,11.659,2.003,44.6,21.7,L3,Lolos
U01776,11.284,2.578,58.4,11.9,L2,Gagal
U01777,,2.284,43.6,17.3,L2,Lolos
U01778,10.324,2.308,59.1,25.5,L3,Gagal
U01779,12.087,2.608,40.0,21.2,L3,Lolos
U01780,12.183,1.913,44.5,13.6,L1,Lolos
U01781,11.925,1.933,46.2,18.3,L1,Lolos
U01782,11.245,1.727,55.1,14.9,L3,Lolos
U01783,12.037,1.61,50.0,16.7,L2,Lolos
U01784,11.908,1.973,55.8,24.0,L2,Gagal
U01785,12.16,2.253,48.8,20.9,L3,Lolos
U01786,12.005,2.185,51.5,13.4,L2,Lolos
U01787,,1.779,47.2,15.7,L2,Lolos
U01788,12.202,2.025,38.8,18.0,L3,Lolos
U01789,12.073,,48.8,17.2,L3,Lolos
U01790,12.248,1.492,44.8,18.9,L3,Lolos
U01791,11.616,2.443,42.9,15.7,L2,Lolos
U01792,12.042,2.263,40.3,16.9,L3,Lolos
U01793,11.41,2.847,56.8,15.6,L3,Gagal
U01794,11.349,2.776,56.8,16.9,L3,Gagal
U01795,11.319,1.49,39.3,20.1,L2,Lolos
U01796,11.863,1.945,38.4,18.9,L3,Lolos
U01797,12.173,2.8,63.3,15.9,L3,Gagal
U01798,,1.998,50.2,21.4,L3,Lolos
U01799,11.989,2.186,45.5,21.2,L2,Lolos
U01800,11.244,2.362,48.6,18.0,L2,Lolos
