Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year,Office_Branch
8553,38,Operations,Entry,21 tahun,210.0,Hybrid,4,19,0,Poor,7,64.15386179408006,55938.08507806856,13,Branch_28
8554,42,HR,Senior,4 tahun,200.0,No,12,17,11,Average,7,69.6782558125498,78522.48410358363,1,Branch_6
8555,28,Finance,Manager,10 tahun,170.0,No,13,5,6,Average,4,73.72057444725482,46717.36658496275,15,Branch_6
8556,41,IT,Mid,13 tahun,144.0,Hybrid,1,4,6,Poor,2,88.33248271102686,51188.1696961353,14,Branch_23
8557,57,Marketing,Mid,26 tahun,189.0,Hybrid,2,6,13,Excellent,7,88.53888459314423,29527.99904178256,7,Branch_33
8558,34,Marketing,Entry,28 tahun,201.0,No,1,13,14,Average,3,80.84317290906975,37290.65400770756,6,Branch_16
8559,50,Marketing,Entry,24 tahun,162.0,Hybrid,9,7,8,Average,8,94.33364790335396,73837.3356359115,12,Branch_24
8560,58,Sales,Mid,8 tahun,161.0,No,10,5,5,Poor,5,75.82986058132343,77175.12528635364,10,Branch_5
8561,29,Sales,Senior,11 tahun,122.0,Yes,12,17,5,Average,2,89.54425762560783,31852.57659570824,13,Branch_13
8562,41,Finance,Mid,5 tahun,200.0,Hybrid,0,7,0,Good,9,100.0,92286.4523169362,5,Branch_12
8563,31,HR,Entry,21 tahun,183.0,No,7,5,10,Poor,7,72.94849794319569,43569.52193037463,5,Branch_5
8564,36,IT,Mid,15 tahun,161.0,No,2,17,1,Poor,8,73.03378858828565,77543.89193471015,11,Branch_31
8565,33,HR,Mid,1 tahun,173.0,No,6,4,2,Poor,4,73.8982729946361,54225.95775507235,5,Branch_28
8566,37,Operations,Mid,21 tahun,134.0,Hybrid,2,11,11,Average,9,60.30823451734207,34772.74073190889,0,Branch_28
8567,29,HR,Entry,17 tahun,135.0,Hybrid,6,9,11,Poor,8,77.4949188419503,101546.49573671912,15,Branch_30
8568,41,IT,Mid,12 tahun,171.0,No,7,18,0,Average,4,64.05593578167611,67857.12170211876,6,Branch_18
8569,35,Sales,Mid,4 tahun,182.0,Yes,11,10,9,Good,5,80.15206004243882,53626.20225048831,1,Branch_27
8570,58,Marketing,Senior,7 tahun,163.0,Yes,13,14,4,Average,7,48.9958446107755,42733.14012033795,8,Branch_35
8571,47,Sales,Entry,11 tahun,165.0,No,14,10,12,Average,6,49.29830677578983,35571.33832046646,13,Branch_26
8572,59,Marketing,Entry,12 tahun,219.0,No,5,15,9,Poor,8,94.74008437677747,55503.37641783558,16,Branch_18
8573,50,Marketing,Senior,27 tahun,139.0,No,8,19,7,Good,3,66.92039919167493,20000.0,13,Branch_33
8574,34,Sales,Entry,16 tahun,178.0,No,0,6,5,Average,1,87.4865887641588,62571.25357411415,6,Branch_25
8575,55,HR,Mid,18 tahun,185.0,Yes,0,3,7,Average,1,78.6934858875681,75740.22026044957,12,Branch_31
8576,43,Marketing,Senior,14 tahun,122.0,No,1,18,7,Average,7,76.17052397135576,36668.83589716895,13,Branch_2
8577,47,Sales,Entry,15 tahun,149.0,No,13,17,8,Average,1,85.80856320660342,66194.08912777112,16,Branch_33
8578,55,HR,Mid,17 tahun,163.0,No,14,6,13,Poor,7,77.07835819042319,31005.474214398662,0,Branch_32
8579,45,IT,Mid,2 tahun,180.0,Yes,3,4,7,Poor,1,71.38097113309223,41443.459798115626,5,Branch_18
8580,42,Marketing,Mid,23 tahun,192.0,Hybrid,12,15,4,Good,2,97.17366287141874,62229.2008572578,2,Branch_17
8581,52,HR,Mid,3 tahun,203.0,Hybrid,5,4,5,Poor,7,75.80642292483122,32808.37578194038,0,Branch_34
8582,33,Marketing,Entry,5 tahun,195.0,Yes,8,11,5,Average,8,88.27725588570877,97425.41404815276,0,Branch_7
8583,45,Operations,Senior,1 tahun,132.0,Hybrid,4,15,8,Poor,3,49.7707831196116,56386.44356421773,0,Branch_35
8584,42,HR,Senior,26 tahun,186.0,Hybrid,8,18,14,Good,1,78.13935967338408,29127.548331811115,13,Branch_30
8585,25,IT,Entry,10 tahun,146.0,No,4,18,5,Poor,9,89.72313778945669,50308.24799028916,11,Branch_12
8586,46,Marketing,Senior,15 tahun,137.0,Yes,1,8,2,Excellent,9,83.70428349757032,72377.84229725787,14,Branch_35
8587,29,Sales,Mid,10 tahun,168.0,Yes,8,8,3,Average,7,77.18140647261635,53907.69529015293,14,Branch_11
8588,57,Operations,Entry,24 tahun,153.0,Yes,8,12,9,Average,6,63.852216746104745,56388.63939004911,4,Branch_4
8589,55,Operations,Mid,4 tahun,171.0,No,6,11,2,Poor,4,52.27928264783536,48365.20882709308,4,Branch_25
8590,48,Operations,Mid,13 tahun,194.0,No,14,10,7,Average,4,64.75862768663748,57904.21698451327,14,Branch_32
8591,49,HR,Entry,16 tahun,195.0,No,3,17,6,Average,8,67.99126561568332,78588.1333995523,9,Branch_20
8592,50,IT,Entry,10 tahun,203.0,No,4,19,12,Poor,7,75.58362110387685,31428.22258559288,18,Branch_31
8593,50,Marketing,Senior,2 tahun,190.0,Yes,14,18,7,Excellent,9,100.0,48650.21775225951,0,Branch_4
8594,31,IT,Manager,8 tahun,165.0,Yes,0,8,5,Average,6,97.11879455372063,86948.98817406883,15,Branch_1
8595,53,IT,Entry,26 tahun,199.0,Yes,5,3,10,Good,7,93.73074544614856,58269.224640222565,5,Branch_3
8596,29,Marketing,Mid,14 tahun,202.0,Yes,8,4,14,Average,6,60.94134352240015,50341.56699118905,1,Branch_22
8597,38,Marketing,Mid,5 tahun,197.0,Yes,14,5,2,Average,3,92.53059922382454,54636.58595958333,5,Branch_17
8598,33,HR,Mid,18 tahun,174.0,No,9,15,4,Poor,9,59.158094079739485,33690.367219379295,12,Branch_14
8599,47,Operations,Entry,25 tahun,147.0,Hybrid,12,5,2,Average,4,84.1413559797389,53239.30751973896,10,Branch_35
8600,24,Sales,Mid,22 tahun,155.0,No,5,15,9,Average,2,85.94502450056787,35816.0270072001,8,Branch_13
8601,32,Operations,Senior,8 tahun,160.0,Yes,8,19,12,Good,1,54.353375868647866,35452.96611740888,18,Branch_35
8602,35,Operations,Mid,12 tahun,182.0,Hybrid,10,13,4,Average,5,73.84828145249209,89255.44960622185,10,Branch_2
8603,28,IT,Entry,28 tahun,126.0,Yes,1,12,8,Excellent,4,95.98782720094572,61871.55993870712,10,Branch_13
8604,47,Operations,Senior,18 tahun,169.0,No,4,7,13,Good,4,66.6904477367273,51185.623039203056,5,Branch_16
8605,58,Marketing,Mid,13 tahun,182.0,Hybrid,11,6,4,Average,1,99.201473397894,56845.661754312336,4,Branch_18
8606,54,IT,Entry,5 tahun,180.0,No,2,4,5,Average,2,86.19951602719952,43161.2947685968,7,Branch_7
8607,53,Operations,Mid,11 tahun,192.0,Hybrid,6,5,6,Good,2,69.97478577182974,44016.57255740258,7,Branch_30
8608,59,HR,Entry,3 tahun,153.0,Yes,1,9,12,Excellent,1,100.0,47816.21710225252,19,Branch_7
8609,41,HR,Senior,16 tahun,207.0,Hybrid,0,10,11,Excellent,6,67.86928234707744,75930.8676822751,17,Branch_15
8610,31,HR,Entry,8 tahun,200.0,Hybrid,9,19,0,Poor,9,77.58764308908859,77371.05594456519,3,Branch_19
8611,36,Sales,Mid,17 tahun,180.0,No,6,3,7,Average,7,54.085048396419005,39920.73373806574,2,Branch_2
8612,36,Finance,Mid,25 tahun,150.0,No,7,13,1,Average,1,79.02037982029445,94049.0379356045,1,Branch_13
8613,27,Finance,Entry,6 tahun,134.0,No,5,16,7,Good,1,92.51196095962509,139252.72981445226,15,Branch_31
8614,46,Operations,Entry,13 tahun,147.0,Hybrid,2,11,10,Good,4,75.86500408681127,20000.0,4,Branch_16
8615,22,Finance,Senior,17 tahun,163.0,No,9,4,3,Good,7,63.22792132541387,36996.05182090055,6,Branch_6
8616,27,Sales,Mid,3 tahun,134.0,Yes,2,4,13,Average,4,78.67803064231262,109423.2538592986,2,Branch_28
8617,34,Sales,Senior,13 tahun,200.0,Yes,2,18,0,Poor,3,63.97991521352336,98992.22172095095,5,Branch_32
8618,32,IT,Senior,8 tahun,143.0,No,10,17,12,Good,2,56.0855204735776,20000.0,19,Branch_10
8619,45,IT,Mid,8 tahun,196.0,Hybrid,4,14,6,Poor,6,83.39132875217692,46235.10294175607,13,Branch_18
8620,41,HR,Mid,19 tahun,161.0,No,9,6,12,Good,4,99.57180782493748,250000.0,4,Branch_4
8621,47,Sales,Mid,10 tahun,182.0,Hybrid,14,9,8,Average,7,91.3452122660832,130311.40619112272,1,Branch_9
8622,46,Operations,Mid,24 tahun,140.0,Hybrid,13,13,8,Average,8,84.66887828916452,20000.0,14,Branch_7
8623,33,Finance,Entry,15 tahun,144.0,No,12,18,3,Poor,3,86.12279729734858,60549.15163438552,2,Branch_8
8624,30,Finance,Manager,22 tahun,138.0,No,3,6,14,Poor,5,92.63210922955034,250000.0,5,Branch_7
8625,57,IT,Mid,7 tahun,122.0,Yes,11,19,11,Good,9,60.67963349139038,20000.0,1,Branch_3
8626,30,HR,Entry,18 tahun,165.0,Yes,9,12,7,Poor,6,100.0,60182.07952686994,4,Branch_17
8627,54,HR,Senior,1 tahun,143.0,Hybrid,9,17,6,Poor,5,46.417186241561225,21323.73361219443,3,Branch_2
8628,55,Operations,Senior,27 tahun,140.0,No,8,10,3,Poor,3,67.28381403562324,69408.20729155034,11,Branch_15
8629,45,Marketing,Senior,13 tahun,120.0,Hybrid,13,19,7,Average,5,86.46112020526313,35883.76547676138,19,Branch_29
8630,54,Sales,Entry,29 tahun,169.0,Yes,0,13,0,Average,6,51.15251864201016,36448.91505167689,14,Branch_22
8631,54,Finance,Entry,17 tahun,150.0,No,13,10,8,Average,5,65.06420351269497,45554.768462945794,0,Branch_4
8632,50,Operations,Senior,19 tahun,126.0,No,12,9,14,Average,9,73.1717625900202,38729.01983196946,14,Branch_6
8633,59,Finance,Entry,23 tahun,151.0,Yes,8,9,11,Good,8,93.9189270526934,39458.292358139,10,Branch_26
8634,34,IT,Senior,25 tahun,162.0,Hybrid,11,15,3,Average,7,66.15677372292264,40805.78869602404,14,Branch_11
8635,39,IT,Mid,29 tahun,219.0,Hybrid,7,5,0,Good,7,58.35060357020132,66867.86452937628,16,Branch_26
8636,56,Sales,Mid,2 tahun,186.0,Hybrid,5,14,12,Average,6,49.149384230914805,71262.24734279982,3,Branch_17
8637,23,Operations,Mid,22 tahun,179.0,No,8,3,11,Good,3,70.07574894990879,77281.67105914465,11,Branch_24
8638,46,Operations,Mid,8 tahun,184.0,Hybrid,5,17,11,Average,5,84.5783090612969,50192.20897885988,15,Branch_28
8639,27,IT,Mid,11 tahun,131.0,No,6,14,8,Average,6,54.40950653149726,44645.24845785907,16,Branch_35
8640,46,Operations,Entry,25 tahun,129.0,Hybrid,3,15,1,Average,6,59.50852696091594,38001.88856303059,17,Branch_31
8641,41,IT,Manager,26 tahun,190.0,Hybrid,5,7,1,Average,3,66.55389747179694,79714.48220986762,9,Branch_13
8642,35,Finance,Senior,12 tahun,144.0,No,14,8,11,Average,3,78.46905273116342,42278.44448231462,14,Branch_35
8643,25,Sales,Entry,3 tahun,210.0,Hybrid,12,14,13,Average,1,100.0,57426.80436016157,12,Branch_16
8644,29,Finance,Entry,21 tahun,210.0,No,2,4,10,Average,4,72.07687989565294,47836.60007604968,5,Branch_15
8645,55,Finance,Mid,5 tahun,180.0,No,11,5,1,Average,2,68.72486061572451,49699.591083423926,8,Branch_18
8646,49,IT,Mid,12 tahun,189.0,No,4,3,7,Average,4,65.64604579543496,82042.91643695445,19,Branch_27
8647,23,Finance,Manager,27 tahun,203.0,Yes,9,6,5,Excellent,4,43.59153843188299,33642.625442644734,4,Branch_35
8648,38,Sales,Entry,24 tahun,168.0,No,3,17,7,Average,9,78.12449070718378,250000.0,3,Branch_35
8649,25,IT,Mid,1 tahun,141.0,Hybrid,3,6,11,Poor,8,75.52062874346736,64903.13030791425,6,Branch_28
8650,55,Sales,Entry,11 tahun,145.0,Yes,1,7,2,Poor,2,57.54989213174197,23926.08922223575,4,Branch_9
8651,48,HR,Entry,3 tahun,151.0,Hybrid,5,3,8,Average,7,73.756069246097,32953.18994996732,14,Branch_12
8652,40,Sales,Mid,22 tahun,206.0,Yes,2,17,13,Good,6,86.74369718426978,41302.08943451637,3,Branch_15
8653,49,Sales,Entry,22 tahun,184.0,Hybrid,6,5,2,Average,7,98.71623214301655,55374.31177749957,13,Branch_21
8654,59,Marketing,Senior,20 tahun,219.0,No,8,18,3,Good,7,92.12729484446254,70736.70467671855,15,Branch_35
8655,55,Operations,Mid,21 tahun,140.0,Yes,11,12,1,Average,7,81.15797037624573,250000.0,1,Branch_33
8656,53,Operations,Entry,10 tahun,197.0,Yes,14,19,13,Poor,3,60.2870851155036,54822.54193015504,18,Branch_19
8657,52,Sales,Senior,13 tahun,138.0,No,0,14,1,Average,4,44.21083001130672,20000.0,13,Branch_23
8658,27,Finance,Mid,19 tahun,144.0,Hybrid,5,3,8,Average,8,78.20547197053583,28523.83199927955,15,Branch_13
8659,27,Finance,Mid,13 tahun,128.0,Yes,6,12,1,Good,7,83.42465009374776,33177.313760792735,5,Branch_1
8660,49,Operations,Entry,20 tahun,160.0,Hybrid,8,17,5,Excellent,9,94.25732931099968,68010.21155271793,2,Branch_29
8661,29,IT,Senior,14 tahun,148.0,Yes,11,10,4,Good,8,100.0,30083.714668381883,19,Branch_24
8662,22,Operations,Mid,26 tahun,166.0,No,3,3,9,Average,1,56.79623364377748,35876.20476189579,12,Branch_16
8663,37,HR,Mid,10 tahun,185.0,No,14,16,13,Poor,9,60.01386286187373,250000.0,1,Branch_25
8664,40,IT,Entry,17 tahun,214.0,Hybrid,6,8,2,Poor,8,100.0,250000.0,5,Branch_23
8665,39,Sales,Entry,6 tahun,150.0,No,11,19,9,Average,2,78.86772948854204,250000.0,17,Branch_28
8666,51,Operations,Entry,5 tahun,133.0,No,7,19,14,Poor,4,75.78023749595461,55347.1530425086,12,Branch_16
8667,37,Sales,Entry,14 tahun,142.0,No,5,8,5,Poor,1,77.23824788782456,250000.0,1,Branch_11
8668,54,Finance,Mid,14 tahun,214.0,Hybrid,4,16,14,Good,3,55.16024601614052,53649.59607814666,3,Branch_3
8669,49,Sales,Mid,5 tahun,157.0,Yes,1,7,2,Excellent,5,55.68948963455277,28967.28965114644,18,Branch_15
8670,37,Operations,Senior,28 tahun,199.0,No,0,6,12,Excellent,2,95.84728412490416,57221.08700567337,15,Branch_1
8671,32,Operations,Mid,29 tahun,127.0,Yes,11,14,8,Poor,1,56.436541524101855,83070.9561779067,13,Branch_7
8672,27,Operations,Entry,20 tahun,195.0,Yes,13,6,5,Poor,9,68.55968491802606,250000.0,9,Branch_1
8673,35,Sales,Senior,25 tahun,120.0,Hybrid,2,16,4,Average,3,78.58631155076914,34321.9340093598,2,Branch_32
8674,57,Finance,Entry,11 tahun,179.0,Hybrid,7,6,6,Excellent,1,97.93717219385358,44577.723492626064,6,Branch_9
8675,43,HR,Mid,29 tahun,159.0,Hybrid,4,13,5,Poor,6,66.43936681733315,28103.395690844336,6,Branch_29
8676,44,Sales,Mid,27 tahun,133.0,Yes,11,15,11,Good,4,71.71992169382199,38510.807074673765,2,Branch_26
8677,52,Marketing,Mid,25 tahun,211.0,No,9,19,10,Average,4,79.5269446753648,53714.75604028602,5,Branch_23
8678,49,HR,Entry,29 tahun,184.0,Hybrid,4,9,8,Good,1,74.02881955601491,57074.683601361656,18,Branch_29
8679,40,HR,Mid,5 tahun,205.0,No,8,12,12,Good,1,80.63095550845969,61686.904805154925,14,Branch_33
8680,43,Operations,Entry,23 tahun,147.0,Yes,8,7,6,Average,3,43.31188193401592,25453.905982317367,5,Branch_7
8681,22,Finance,Entry,19 tahun,196.0,No,8,12,0,Average,8,73.88870498100125,49771.57471281685,5,Branch_12
8682,24,IT,Mid,15 tahun,191.0,Yes,11,12,11,Excellent,4,79.65689322354099,70192.32215106492,8,Branch_31
8683,29,Operations,Entry,17 tahun,174.0,No,12,6,3,Average,2,70.40492736845691,37162.29616443182,13,Branch_32
8684,34,Operations,Entry,17 tahun,170.0,Hybrid,7,13,4,Average,5,65.84675431367499,46425.25791904761,18,Branch_20
8685,22,Sales,Mid,3 tahun,126.0,Yes,9,8,10,Average,8,55.36247352577969,29216.812764668783,2,Branch_17
8686,50,Sales,Entry,19 tahun,122.0,No,7,12,12,Poor,9,86.31129570098757,40093.15774656353,14,Branch_3
8687,34,IT,Senior,5 tahun,210.0,No,1,9,1,Poor,5,91.86893856110665,42815.23762719865,18,Branch_1
8688,50,Sales,Mid,24 tahun,138.0,Yes,1,3,3,Good,3,65.25942085895059,38778.34087606707,11,Branch_27
8689,51,Marketing,Senior,22 tahun,140.0,Hybrid,4,16,0,Average,6,82.994041724504,25413.706411266736,11,Branch_33
8690,37,IT,Senior,8 tahun,163.0,No,5,3,13,Excellent,6,86.53051470200344,37986.37234527656,1,Branch_20
8691,55,Finance,Mid,23 tahun,183.0,No,14,12,8,Average,5,82.17865569759208,62452.178511769336,16,Branch_14
8692,24,IT,Mid,1 tahun,184.0,No,14,12,3,Average,1,81.97730553772787,56415.41854347504,19,Branch_5
8693,50,HR,Senior,14 tahun,213.0,No,4,19,8,Poor,4,77.3980350632924,57869.73761330123,0,Branch_23
8694,51,Finance,Entry,10 tahun,139.0,No,13,19,2,Poor,4,50.80086292436864,20000.0,5,Branch_15
8695,55,HR,Senior,8 tahun,196.0,No,7,15,4,Average,4,100.0,48389.1347549764,16,Branch_6
8696,25,Finance,Senior,1 tahun,123.0,No,10,10,5,Average,6,87.94869571132149,32001.212581824457,0,Branch_33
8697,29,IT,Entry,5 tahun,211.0,No,0,5,4,Good,4,90.58202758771888,127184.48321349098,8,Branch_19
8698,39,HR,Mid,19 tahun,209.0,No,5,3,1,Average,1,80.02841715857878,46213.93746610557,7,Branch_13
8699,43,Finance,Entry,7 tahun,182.0,Hybrid,13,15,9,Poor,7,70.44484916538114,57065.53573748658,14,Branch_29
8700,31,Sales,Senior,5 tahun,186.0,Yes,9,11,7,Average,6,52.59775967625752,35478.942591048326,16,Branch_6
8701,35,HR,Entry,2 tahun,157.0,Hybrid,9,7,0,Good,8,94.88595749478036,107780.41729166592,18,Branch_15
8702,52,Marketing,Mid,15 tahun,158.0,Hybrid,13,7,0,Good,6,64.22687818098984,91844.52508517288,2,Branch_16
8703,56,Finance,Manager,1 tahun,190.0,Hybrid,14,10,14,Average,3,47.06193172533713,20000.0,17,Branch_24
8704,23,Operations,Mid,10 tahun,124.0,No,4,18,3,Average,1,65.46747452750849,250000.0,9,Branch_23
8705,23,Operations,Manager,6 tahun,201.0,No,1,10,7,Excellent,4,87.88128691671896,58717.39997905208,19,Branch_10
8706,56,Operations,Mid,6 tahun,121.0,No,10,6,13,Good,5,67.91369059707402,46297.80692602752,5,Branch_17
8707,55,Operations,Manager,14 tahun,196.0,No,7,6,5,Average,9,83.91006287014278,78011.85237451672,2,Branch_30
8708,50,Sales,Manager,8 tahun,196.0,No,6,18,7,Average,7,78.79480723409539,250000.0,10,Branch_10
8709,27,Sales,Entry,25 tahun,166.0,No,9,4,13,Good,7,97.84969627317209,66792.25379397898,13,Branch_19
8710,25,Operations,Mid,29 tahun,216.0,No,4,15,14,Average,1,80.61855827932078,70337.70193066675,13,Branch_29
8711,22,Operations,Manager,18 tahun,152.0,No,1,12,9,Good,2,72.88986332659455,50127.89171082813,8,Branch_2
8712,56,IT,Senior,29 tahun,166.0,Yes,1,15,5,Good,6,83.98944978249136,41084.892252327416,5,Branch_19
8713,47,Operations,Entry,5 tahun,199.0,Hybrid,0,16,13,Average,3,91.33582828168574,51505.390799488814,7,Branch_7
8714,50,Operations,Senior,21 tahun,127.0,Hybrid,10,11,9,Good,7,52.68204734951747,52477.96534360216,1,Branch_26
8715,32,IT,Entry,14 tahun,174.0,Yes,7,15,10,Average,7,99.02492877344584,79072.42420176214,2,Branch_15
8716,25,Operations,Manager,10 tahun,167.0,Hybrid,11,12,5,Poor,4,75.72281178708677,78116.29257752433,4,Branch_3
8717,43,Operations,Entry,24 tahun,131.0,No,5,16,13,Good,2,78.14962794322679,39889.11346691942,3,Branch_16
8718,54,HR,Manager,9 tahun,180.0,Hybrid,1,6,4,Average,3,93.70910667507675,250000.0,0,Branch_2
8719,55,HR,Entry,21 tahun,183.0,No,5,13,8,Average,9,83.85096293181091,59656.38149441662,16,Branch_31
8720,52,Marketing,Entry,21 tahun,163.0,Hybrid,3,13,6,Average,7,51.79917734365081,47868.05188540941,9,Branch_28
8721,31,Sales,Mid,3 tahun,154.0,No,13,16,11,Average,6,94.24660833062188,61870.35565949594,18,Branch_7
8722,56,Finance,Entry,6 tahun,151.0,Hybrid,2,5,1,Excellent,5,91.01165042565714,54385.00901838516,0,Branch_30
8723,49,Marketing,Mid,7 tahun,185.0,Hybrid,11,17,11,Excellent,2,59.62254679979197,20000.0,11,Branch_7
8724,44,Operations,Entry,19 tahun,182.0,Hybrid,14,5,1,Good,4,62.846851879979845,52504.8464414605,8,Branch_29
8725,33,Marketing,Mid,15 tahun,163.0,Yes,8,3,2,Good,5,65.59721782630463,51632.02473074946,9,Branch_24
8726,50,Marketing,Mid,2 tahun,190.0,Hybrid,2,13,9,Good,8,73.48815086658084,77815.07566694742,16,Branch_4
8727,23,Operations,Entry,14 tahun,168.0,Yes,7,14,8,Good,1,83.16118849367668,36802.24778072645,16,Branch_29
8728,34,Finance,Entry,14 tahun,182.0,Hybrid,9,12,5,Average,9,81.42964722406404,30321.737839470377,13,Branch_5
8729,57,Operations,Senior,12 tahun,160.0,No,7,12,6,Average,5,74.32200900192466,45269.6873048537,17,Branch_29
8730,47,Marketing,Entry,29 tahun,190.0,Yes,14,5,0,Excellent,8,63.81187008997232,28662.116358901665,3,Branch_30
8731,38,IT,Mid,18 tahun,154.0,Yes,4,18,2,Average,2,51.6129368024887,21077.80215264576,6,Branch_29
8732,54,IT,Entry,25 tahun,198.0,No,5,6,14,Good,9,60.913322360826456,66105.91018367118,3,Branch_26
8733,43,IT,Mid,6 tahun,177.0,Yes,14,19,6,Average,5,94.9328616424117,20000.0,19,Branch_19
8734,23,Marketing,Senior,2 tahun,189.0,Hybrid,4,13,14,Good,5,77.4350300937415,70292.28915258725,0,Branch_26
8735,31,Marketing,Manager,21 tahun,125.0,Yes,11,8,12,Good,6,32.24588540309976,25992.27813474189,9,Branch_27
8736,47,Sales,Entry,23 tahun,131.0,No,3,16,13,Excellent,5,50.400084830849536,87038.00346350904,16,Branch_30
8737,51,HR,Entry,1 tahun,217.0,No,2,19,11,Good,4,59.65829156303986,34629.99152782964,8,Branch_30
8738,43,Sales,Entry,27 tahun,123.0,No,7,6,5,Good,6,48.478769730127766,33985.340369138845,6,Branch_3
8739,32,Operations,Senior,29 tahun,153.0,Yes,5,6,10,Good,2,63.40863359745826,250000.0,18,Branch_7
8740,43,IT,Senior,24 tahun,154.0,Hybrid,0,9,8,Poor,5,74.10351312207357,67096.96823272383,3,Branch_9
8741,45,HR,Entry,11 tahun,190.0,Yes,7,5,12,Good,5,64.64677431879652,44792.53366920551,2,Branch_13
8742,50,Sales,Mid,29 tahun,194.0,No,3,19,5,Good,9,100.0,60500.69666156938,7,Branch_15
8743,31,Finance,Mid,15 tahun,216.0,No,14,13,2,Poor,6,84.43110703683516,60799.62877930656,12,Branch_5
8744,55,Finance,Mid,6 tahun,191.0,Yes,1,10,14,Poor,6,72.35530236741008,46646.59717855704,5,Branch_29
8745,46,Finance,Manager,17 tahun,126.0,Yes,4,4,7,Good,3,85.22000134163027,60166.83330580685,14,Branch_35
8746,42,IT,Senior,8 tahun,206.0,Yes,1,4,10,Average,8,61.121480802446136,41280.90711992008,18,Branch_27
8747,34,HR,Mid,29 tahun,186.0,No,1,7,8,Good,6,68.66692885577791,37237.99829154508,15,Branch_27
8748,23,IT,Manager,21 tahun,128.0,Hybrid,9,12,1,Average,5,86.09865784678223,27521.89177812904,17,Branch_8
8749,27,Finance,Senior,23 tahun,148.0,No,5,13,14,Average,6,72.15180160590955,33160.81433486465,18,Branch_32
8750,22,Marketing,Senior,26 tahun,170.0,Yes,4,8,1,Average,8,69.4838910580292,43905.70456453614,15,Branch_20
8751,49,IT,Manager,20 tahun,126.0,Yes,9,18,4,Average,9,59.37852329451989,23147.000670976297,15,Branch_10
8752,43,HR,Mid,18 tahun,137.0,Hybrid,10,14,10,Average,6,57.764002053123086,42899.91098877676,16,Branch_13
8753,32,IT,Entry,12 tahun,203.0,Yes,7,3,5,Poor,2,92.1375106126328,37051.41500893237,11,Branch_29
8754,26,HR,Manager,8 tahun,214.0,Hybrid,9,15,6,Average,2,77.91003333556333,42220.0739969256,13,Branch_35
8755,39,Operations,Manager,20 tahun,139.0,No,10,9,6,Average,3,67.21855508933467,106640.69980811352,6,Branch_8
8756,41,Marketing,Manager,24 tahun,182.0,No,2,19,4,Average,7,65.67939441579384,76399.78540152316,17,Branch_29
8757,33,Sales,Mid,9 tahun,142.0,No,7,9,10,Good,7,61.16586669465043,36265.25914180426,7,Branch_31
8758,42,HR,Entry,29 tahun,205.0,Hybrid,7,8,12,Average,3,75.8255488266291,33974.69053079422,6,Branch_30
8759,48,HR,Entry,11 tahun,177.0,Yes,14,10,8,Poor,6,65.80690833913854,25422.62374984091,7,Branch_22
8760,55,Finance,Mid,13 tahun,166.0,No,3,3,2,Good,5,98.97470710062458,66718.45983091707,7,Branch_21
8761,39,Finance,Mid,4 tahun,141.0,Yes,7,6,1,Good,5,60.50667909751334,20000.0,11,Branch_12
8762,55,Marketing,Mid,8 tahun,173.0,Yes,13,15,0,Average,8,79.54206741087197,53213.6113276349,15,Branch_11
8763,23,Operations,Mid,4 tahun,163.0,No,3,8,8,Average,8,43.92347474823533,50961.05138024506,15,Branch_2
8764,35,Operations,Manager,14 tahun,160.0,No,9,12,4,Good,8,61.09810773885675,62614.75282917,16,Branch_2
8765,22,IT,Mid,24 tahun,198.0,No,11,12,2,Good,4,79.75502593160876,47259.87315755015,14,Branch_34
8766,49,Sales,Mid,17 tahun,132.0,Hybrid,3,3,1,Good,3,70.03279330010841,61398.73204823658,15,Branch_3
8767,48,Sales,Mid,2 tahun,130.0,No,3,10,5,Average,4,100.0,68560.74955921182,18,Branch_16
8768,51,Marketing,Senior,12 tahun,203.0,Yes,10,10,1,Good,7,86.45452031424001,39686.20503038072,12,Branch_4
8769,43,Sales,Mid,12 tahun,146.0,No,5,19,2,Poor,8,75.34015747813665,35064.19278136019,9,Branch_23
8770,33,IT,Mid,26 tahun,209.0,No,10,8,12,Poor,8,71.12761615983308,30110.368364976588,5,Branch_20
8771,22,Finance,Mid,19 tahun,166.0,No,13,19,10,Excellent,1,50.80009901101912,38780.169311592166,7,Branch_25
8772,54,Operations,Mid,18 tahun,137.0,No,11,9,3,Excellent,2,97.5374376024056,35502.55141189966,16,Branch_30
8773,22,Marketing,Entry,26 tahun,211.0,No,5,3,9,Average,6,88.14265330668329,72691.00501680988,19,Branch_18
8774,26,Sales,Mid,24 tahun,121.0,No,0,13,2,Average,3,69.69034017932464,34551.47509389868,16,Branch_11
8775,26,Operations,Entry,10 tahun,131.0,No,3,12,9,Good,1,60.01580665163995,71395.09996981651,19,Branch_29
8776,28,Marketing,Manager,28 tahun,123.0,Yes,2,10,14,Good,6,56.564590993165766,22746.35098641875,7,Branch_17
8777,41,Marketing,Mid,27 tahun,193.0,No,8,10,11,Excellent,4,70.56792755693587,104751.90131256318,1,Branch_26
